#파일	묶음	번호	KO
advice2	0	0	<1>보도 설치 아이콘이 ON 상태예요.\n터치펜으로 보도를 그릴 수 있네요.
advice2	0	1	<1>대기줄 설치 아이콘이 ON 상태예요.\n터치펜으로 대기줄을 그릴 수 있네요.
advice2	0	2	<1>모노레일 아이콘이 ON 상태예요.\n터치펜으로 모노레일 코스를 그릴 수 있네요.
advice2	0	3	<1>롤러코스터 아이콘이 ON 상태예요.\n터치펜으로 코스를 그릴 수 있네요.
advice2	0	4	<1>레일을 설치할 때 밑동을 터치한 뒤\n화면 오른쪽 아래 아이콘으로\n레일 높이를 조절할 수 있어요.
advice2	0	5	<1>레일 아이콘이 ON 상태예요.\n터치펜으로 레일을 그릴 수 있네요.<P>레일을 설치할 때 밑동을 터치한 뒤\n화면 오른쪽 아래 아이콘으로\n레일 높이를 조절할 수 있어요.
advice2	0	6	<1>고카트 아이콘이 ON 상태예요.\n%s의 비용으로\n터치펜을 써서 코스를 그릴 수 있네요.
advice2	0	7	<1>워터슬라이더 아이콘이\nON 상태예요. %s의 비용으로\n터치펜을 써서 코스를 그릴 수 있네요.
advice2	0	8	<1>일방통행 안내 표지판을 설치합니다.\n장소를 정한 뒤\n터치펜으로 터치해 주시겠어요?
advice2	0	9	<1>다음은 진행 방향 지정이에요.\n설치 장소를 다시 터치해 주시면\n방향이 바뀐답니다.
advice2	0	10	<1>방향이 이걸로 괜찮으면\nOK 아이콘을 터치해 주시겠어요?
advice2	0	11	<1>안내 표지판을 설치할게요. 먼저 안내할\n어트랙션, 상점 또는 정문을\n터치해 주시겠어요?
advice2	0	12	<1>다음은 안내 표지판 설치예요.\n표지판 설치 장소를 터치해 주시겠어요?<P>설치한 안내 표지판은\n같은 곳을 터치해 주시면\n방향을 바꿀 수 있답니다.
advice2	0	13	<1>마지막으로 안내 표지판의 방향을 정해요.\n방향을 정한 뒤\nOK 아이콘을 터치해 주시겠어요?
advice2	0	14	<1>어트랙션을 설치할게요.\n장소를 정한 뒤\nOK 아이콘을 터치해 주시겠어요?
advice2	0	15	<1>다음은 어트랙션 입구 설치예요.\n장소를 정한 뒤\nOK 아이콘을 터치해 주시겠어요?
advice2	0	16	<1>마지막으로 출구 설치예요.\n장소를 정한 뒤\nOK 아이콘을 터치해 주시겠어요?
advice2	0	17	<1>상점을 설치할게요.\n장소를 정한 뒤\nOK 아이콘을 터치해 주시겠어요?
advice2	0	18	<1>설비를 설치할게요.\n설치할 장소를\n터치펜으로 터치해 주시겠어요?
advice2	0	19	<1>직원을 배치할게요.\n배치할 장소를\n터치펜으로 터치해 주시겠어요?
advice2	0	20	이 어트랙션에는\n%s의 비용이 들었네요.\n정말 철거하실 건가요?
advice2	0	21	설치한 지 1개월 이내라서\n지금이라면 철거해도\n비용은 필요 없답니다.
advice2	0	22	이 상점에는\n%s의 비용이 들었네요.\n정말 철거하실 건가요?
advice2	0	23	설치한 지 1개월 이내라서\n지금이라면 철거해도\n비용은 필요 없답니다.
advice2	0	24	정말 이 직원을 해고하시겠습니까?
advice2	0	25	이 화면에서는 경영에 관한 설정을 합니다.<P>선택하려면 터치펜으로\n아이콘을 터치하세요.
advice2	0	26	상점에 필요한\n원재료 발주와 재고 관리를 합니다.
advice2	0	27	테마파크의 경제 추이를\n그래프로 파악할 수 있습니다.
advice2	0	28	방문한 손님의 소감을 설문 집계한\n통계 결과를 볼 수 있습니다.
advice2	0	29	테마파크 안의 시설, 설치물, 직원을\n표 형식으로 볼 수 있는 데이터베이스입니다.
advice2	0	30	은행을 이용합니다.\n차입 신청과 상환을 합니다.
advice2	0	31	새 설비 개발,\n기존 설비 개량,\n직원 연수를 합니다.
advice2	0	32	주식을 사고팝니다.
advice2	0	33	입장료를 올리거나 내립니다.
advice2	0	34	연구 개발 성과가 보고되었습니다!\n상품 1개당\n%d개의 재고를 보관할 수 있습니다!
advice2	0	35	현재 상품 1개당\n%d개의 재고를 보관할 수 있습니다.
advice2	0	36	%s의 재고입니다.
advice2	0	37	발주 수가 정해졌으면\nOK 아이콘을 터치하세요.
advice2	0	38	<1>%s, 발주 완료예요.\n납품 예정은 %s. 기대하며 기다려요.
advice2	0	39	금액 입력 후, 차입은 "차입" 아이콘을,\n상환은 "차입금 상환" 아이콘을\n터치하세요.
advice2	0	40	차입금을 상환하려면\n이 버튼을 터치하세요.
advice2	0	41	차입하려면\n이 버튼을 터치하세요.
advice2	0	42	<1>은행에서 %s 빌려 왔어요.\n알차게 써요.
advice2	0	43	<1>은행에 %s,\n책임지고 갚고 왔어요.
advice2	0	44	이 화면에서는 새 설비 개발,\n기존 설비 개량,\n직원 연수를 합니다.<P>선택하려면 터치펜으로\n아이콘을 터치하세요.
advice2	0	45	새 어트랙션을 개발합니다.\n손님이 질리지 않게 하기 위해서라도\n적극적으로 투자합시다.
advice2	0	46	어트랙션을 개량합니다.\n최대 정원 증가와\n설비 비용 절감 효과를 기대할 수 있습니다.
advice2	0	47	새 상점을 개발합니다.\n새 상점의 상품은\n테마파크 수익에 공헌할 것입니다.
advice2	0	48	직원 연수를 합니다.\n고도의 교육을 받은 직원은\n더 좋은 서비스를 제공할 것입니다.
advice2	0	49	새 시설을 개발합니다.\n시설이 충실하면 테마파크의 경관과\n위생 면에 큰 영향을 줍니다.
advice2	0	50	시설을 개수합니다. 구체적으로는\n창고 확장과 셔틀버스 대형화를 합니다.
advice2	0	51	새 개발 비용을 입력합니다.\n금액을 입력한 뒤\nOK 아이콘을 터치하세요.
advice2	0	52	<1>새 비용은 %s입니다.\n이 설정 금액이 매월 인출돼요.\n주의하세요.
advice2	0	53	금액 입력 후, 주식 구입은 "구입" 아이콘을,\n매각은 "매각" 아이콘을 터치하세요.
advice2	0	54	<1>%s 주식을\n%d주 구입했어요.
advice2	0	55	<1>%s 주식을\n%d주 매각했어요.
advice2	0	56	새 입장료를 입력합니다.\n금액을 입력한 뒤\nOK 아이콘을 터치하세요.
advice2	0	57	<1>새 입장료를 %s(으)로 정했어요.
advice2	0	58	이 화면에서는 각종 시스템 설정을 합니다.<P>선택하려면 터치펜으로\n아이콘을 터치하세요.
advice2	0	59	게임 전체의 진행 속도를 바꿉니다.
advice2	0	60	전체 지도를 표시합니다.\n터치펜으로 원하는 장소로\n바로 이동할 수 있습니다.
advice2	0	61	게임 중에 흐르는 음악을 바꿉니다.
advice2	0	62	진행 상황을 세이브합니다.
advice2	0	63	세이브 데이터를 로드합니다.
advice2	0	64	이 나라의 테마파크 경영에서 손을 뗍니다.
advice2	0	65	게임 진행 속도를 바꿀 수 있습니다.\n화면 가운데의 속도 게이지를\n터치하세요.
advice2	0	66	게임 중 음악을 바꿉니다.\n아이콘을 터치하면 미리 듣기.\n체크하면 결정됩니다.
advice2	0	67	진행 상황을 세이브합니다.\n괜찮으면 OK 아이콘을\n터치하세요.
advice2	0	68	<1>지금 세이브 중.\n세이브가 끝날 때까지\n전원을 끄지 말아 줘요…
advice2	0	69	<2>OK, 세이브 완료예요!
advice2	0	70	세이브 데이터를 로드합니다.\n괜찮으면 OK 아이콘을\n터치하세요.
advice2	0	71	<1>지금 로드 중.\n잠깐만 기다려 줘요…
advice2	0	72	<2>OK, 로드 완료!\n중단한 데이터에서 재개예요, 잘 부탁해요.
advice2	0	73	<1>포기합니다.\n세이브하지 않았다면 이 플레이 데이터는\n사라져 버리는데… 그래도 괜찮아요?
advice2	0	74	여러 아이콘을 터치해 보세요.\n어트랙션마다\n여러 가지를 조정할 수 있습니다.
advice2	0	75	어트랙션의 1회당\n정원을 바꿉니다. 커서를 터치해서\n수치를 조정하세요.
advice2	0	76	어트랙션의 내구도를 나타냅니다.\n게이지를 터치하면\n정비공이 수리합니다.
advice2	0	77	어트랙션의 운전 속도를 바꿉니다.\n게이지를 터치하면\n운전 속도가 바뀝니다.
advice2	0	78	어트랙션의 1회당\n운전 시간을 바꿉니다. 게이지를 터치해서\n시간을 바꾸세요.
advice2	0	79	이 상점의 현재 상태입니다.\n판매 가격, 양념 양을 바꿀 수 있습니다.
advice2	0	80	이 사이드 게임의 현재 상태입니다.\n승률, 경품 가격, 게임 요금을 바꿀 수 있습니다.
advice2	0	81	이 경비원의 현재 상태입니다.\n급여 변경, 배치 위치 이동이 가능합니다.
advice2	0	82	<1>%s의 배치 위치를 바꿀게요.\n%s의 위치를 정하고\nOK 아이콘을 터치해 주시겠어요?
advice2	0	83	이 엔터테이너의 현재 상태입니다.\n급여 변경, 배치 위치 이동이 가능합니다.
advice2	0	84	<1>엔터테이너의 배치 위치를 바꿀게요.\n위치를 정한 뒤\nOK 아이콘을 터치해 주시겠어요?
advice2	0	85	이 청소부의 현재 상태입니다.\n급여 변경, 배치 위치 이동,\n청소 범위 지정이 가능합니다.
advice2	0	86	<1>청소부의 배치 위치를 바꿀게요.\n위치를 정한 뒤\nOK 아이콘을 터치해 주시겠어요?
advice2	0	87	<1>청소부의 청소 경로를 지정할게요.\n먼저 청소 범위의 기점을\n터치펜으로 지정해 주세요.<P>기점은 여러 개 지정할 수 있어요.\n범위를 지정한 뒤\nOK 아이콘을 터치해 주시겠어요?
advice2	0	88	이 정비공의 현재 상태입니다.\n급여 변경, 배치 위치 이동, 수리할\n어트랙션 지정이 가능합니다.
advice2	0	89	<1>정비공의 배치 위치를 바꿀게요.\n위치를 정한 뒤\nOK 아이콘을 터치해 주시겠어요?
advice2	0	90	<1>정비공을 수리하러 보낼게요.\n수리할 어트랙션을\n터치해 주시겠어요?
advice2	0	91	<1>지우개 아이콘이 ON 상태예요.\n터치펜으로 여러 시설을 철거할 수 있네요.
advice2	0	92	재고 관리는 "뭐든지 할 수 있다" 모드에서\n하세요.
advice2	0	93	"만드는 게 즐겁다" 모드에서는\n연구를 할 수 없습니다.
advice2	0	94	이 게임 모드에서는\n주식 거래를 할 수 없습니다.
advice2	0	95	<1>매각, 취소했어요.\n그럼 계속해서 이 나라를 플레이해요.<P>클리어한 기록이 저장되지 않았네요.\n중단할 때는 잊지 말고 세이브해 주세요.<P>다음 나라를 플레이하고 싶다면\n게임 아이콘 "시스템"에서\n"다음 나라로"를 선택해 주세요.
advice2	0	96	<1>새 나라를 플레이하려면 세이브한 뒤\n지금 나라를 매각해야 해요.<P>한번 매각하면 이 나라는\n당신의 것이 아니게 되는데…\n괜찮을까요?
advice2	0	97	새로운 요소가 추가되었어요!
advice2	0	98	<2>축하해요! 클리어 목표 달성이에요!\n그럼 새 나라로 떠나요!
advice2	0	99	<1>이 나라를 매각합니다. 매각 절차를 위해\n세이브할게요. 잠시 기다려 주세요.
advice2	0	100	<2>OK, 로드 완료!\n중단한 데이터에서 재개예요, 잘 부탁해요.
advice2	0	101	<1>워터슬라이더는\n고리 모양으로 이어진 전용 코스에\n붙여서 설치해 줘요.
advice2	0	102	<1>고카트는\n고리 모양으로 이어진 전용 코스에\n붙여서 설치해 줘요.
advice2	0	103	<4>오늘부로 파산 선고…\n이 파크는 폐원되었어요…\n제가 부족했던 탓일까요…
advice2	0	104	<1>더 이상 배치할 수 없는 것 같아요.\n새로 배치하고 싶다면\n설치물을 철거해 주세요.
advice2	0	105	<1>더 이상 직원을 고용할 수 없는 상태예요.\n새로 직원을 고용하고 싶다면\n설치물을 줄여 주세요.
